Date : 2025-11-28 01:59:51
Directory : c:\Users\karen\Armor Echo\Assets\Scenes\Single\Game\Scripts
Total : 404 files,  -59885 codes, -6823 comments, -11434 blanks, all -78142 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS                                                                                                                                                |         11 |     -1,559 |       -362 |       -611 |     -2,532 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\_DEMO\TERRAIN                                                                                                                                                |          2 |       -129 |        -25 |        -30 |       -184 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\_DEMO\TERRAIN\Shaders                                                                                                                                        |          2 |       -129 |        -25 |        -30 |       -184 |
| ..\..\..\..\Serilog.Sinks.Unity3D                                                                                                                                                                 |          8 |       -177 |        -35 |        -30 |       -242 |
| ..\..\..\..\SlimUI                                                                                                                                                                                |         10 |       -750 |        -24 |       -119 |       -893 |
| ..\..\..\..\SlimUI\Editor                                                                                                                                                                         |          1 |        -10 |          0 |         -3 |        -13 |
| ..\..\..\..\SlimUI\Modern Menu 1                                                                                                                                                                  |          9 |       -740 |        -24 |       -116 |       -880 |
| ..\..\..\..\SlimUI\Modern Menu 1\Scripts                                                                                                                                                          |          9 |       -740 |        -24 |       -116 |       -880 |
| ..\..\..\..\SlimUI\Modern Menu 1\Scripts\Audio                                                                                                                                                    |          2 |        -25 |         -2 |         -4 |        -31 |
| ..\..\..\..\SlimUI\Modern Menu 1\Scripts\Managers                                                                                                                                                 |          2 |       -612 |        -22 |        -88 |       -722 |
| ..\..\..\..\SlimUI\Modern Menu 1\Scripts\Misc                                                                                                                                                     |          2 |        -28 |          0 |         -7 |        -35 |
| ..\..\..\..\SlimUI\Modern Menu 1\Scripts\ThemeEditor                                                                                                                                              |          3 |        -75 |          0 |        -17 |        -92 |
| ..\..\..\..\TerrainSampleAssets                                                                                                                                                                   |          1 |        -29 |         -1 |         -2 |        -32 |
| ..\..\..\..\TerrainSampleAssets\ShaderGraphs                                                                                                                                                      |          1 |        -29 |         -1 |         -2 |        -32 |
| ..\..\..\..\TerrainSampleAssets\ShaderGraphs\CustomFunctions                                                                                                                                      |          1 |        -29 |         -1 |         -2 |        -32 |
| ..\..\..\..\TextMesh Pro                                                                                                                                                                          |         54 |     -6,010 |       -878 |     -1,947 |     -8,835 |
| ..\..\..\..\TextMesh Pro\Examples & Extras                                                                                                                                                        |         34 |     -2,995 |       -767 |     -1,189 |     -4,951 |
| ..\..\..\..\TextMesh Pro\Examples & Extras\Scripts                                                                                                                                                |         34 |     -2,995 |       -767 |     -1,189 |     -4,951 |
| ..\..\..\..\TextMesh Pro\Shaders                                                                                                                                                                  |         19 |     -2,860 |       -111 |       -756 |     -3,727 |
| ..\..\..\..\TextMesh Pro\Sprites                                                                                                                                                                  |          1 |       -155 |          0 |         -2 |       -157 |
| ..\..\..\Settings                                                                                                                                                                                 |          1 |         -7 |          0 |          0 |         -7 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
| filename                                                                                                                                                                                          | language    | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\CFX_AutoStopLoopedEffect.cs                                                                                            | C#          |        -30 |         -3 |         -6 |        -39 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\CFX_Demo_RandomDir.cs                                                                                                  | C#          |        -11 |          0 |         -4 |        -15 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\CFX_Demo_RotateCamera.cs                                                                                               | C#          |        -13 |          0 |         -4 |        -17 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\CFX_Demo_Translate.cs                                                                                                  | C#          |        -20 |         -1 |         -5 |        -26 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\WFX_Demo.cs                                                                                                            | C#          |       -268 |        -21 |        -58 |       -347 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\WFX_Demo_DeleteAfterDelay.cs                                                                                           | C#          |        -12 |          0 |         -3 |        -15 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\WFX_Demo_New.cs                                                                                                        | C#          |       -312 |        -18 |        -55 |       -385 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\WFX_Demo_RandomDir.cs                                                                                                  | C#          |        -11 |          0 |         -3 |        -14 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Demo\Assets\WFX_Demo_Wall.cs                                                                                                       | C#          |        -18 |         -5 |         -4 |        -27 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Editor\CFX_SpawnSystemEditor.cs                                                                                                    | C#          |       -163 |         -5 |        -26 |       -194 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Scripts\CFX_AutoDestructShuriken.cs                                                                                                | C#          |        -32 |          0 |         -4 |        -36 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Scripts\CFX_LightIntensityFade.cs                                                                                                  | C#          |        -45 |         -7 |        -14 |        -66 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Scripts\WFX_BulletHoleDecal.cs                                                                                                     | C#          |        -55 |        -12 |        -11 |        -78 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Scripts\WFX_LightFlicker.cs                                                                                                        | C#          |        -27 |         -5 |         -7 |        -39 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Add Scroll.shader                                                                                                    | UnityShader |        -98 |         -5 |        -16 |       -119 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Alpha-Diffuse TintColor.shader                                                                                       | UnityShader |        -31 |         -2 |         -8 |        -41 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Alpha-Specular TintColor.shader                                                                                      | UnityShader |        -36 |         -2 |         -8 |        -46 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S AlphaBlend NoSoftParticles.shader                                                                                    | UnityShader |        -60 |         -2 |        -11 |        -73 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S AlphaBlend Scroll.shader                                                                                             | UnityShader |        -80 |         -4 |        -14 |        -98 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Multiply Soft Scroll.shader                                                                                          | UnityShader |        -56 |         -5 |        -12 |        -73 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Multiply Soft.shader                                                                                                 | UnityShader |        -53 |         -7 |        -11 |        -71 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Particle Add A8.shader                                                                                               | UnityShader |        -86 |         -5 |        -16 |       -107 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Particle AddSoft A8.shader                                                                                           | UnityShader |        -86 |         -5 |        -16 |       -107 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Particle Multiply A8.shader                                                                                          | UnityShader |        -87 |         -5 |        -16 |       -108 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Shaders\WFX_S Smoke Scroll.shader                                                                                                  | UnityShader |        -58 |         -5 |        -12 |        -75 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\JMO Assets\WarFX\Spawn System\CFX_SpawnSystem.cs                                                                                                    | C#          |       -148 |        -46 |        -35 |       -229 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\Mountain Terrain rocks and tree\Script\Camera\CameraControl.cs                                                                                      | C#          |        -56 |         -6 |        -24 |        -86 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\Mountain Terrain rocks and tree\Script\Camera\FlyCameraControl.cs                                                                                   | C#          |        -52 |         -8 |        -14 |        -74 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\Simple Water Shader\Info\Scripts\Editor\ReadmeEditor.cs                                                                                             | C#          |       -126 |         -1 |        -32 |       -159 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\Simple Water Shader\Info\Scripts\Readme.cs                                                                                                          | C#          |        -12 |          0 |         -3 |        -15 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\Simple Water Shader\Resources\WaterReflection.cs                                                                                                    | C#          |        -67 |         -8 |        -18 |        -93 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\WW2 Armed Forces Demo\Scripts\Roll_Wheels.cs                                                                                                        | C#          |        -14 |         -4 |         -7 |        -25 |
| c:\Users\karen\Armor Echo\Assets\AssetsFromUS\WW2 Armed Forces Demo\Scripts\Scroll_Track.cs                                                                                                       | C#          |        -18 |          0 |         -6 |        -24 |
| c:\Users\karen\Armor Echo\Assets\Edtior\ConvertTerrainsToParticles.cs                                                                                                                             | C#          |          0 |        -79 |        -16 |        -95 |
| c:\Users\karen\Armor Echo\Assets\Edtior\FixBrokenMaterials.cs                                                                                                                                     | C#          |          0 |        -30 |         -5 |        -35 |
| c:\Users\karen\Armor Echo\Assets\Edtior\ForceFillTerrain.cs                                                                                                                                       | C#          |          0 |        -92 |        -17 |       -109 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Content\Shaders\FG_PBR_TopBlend.shader                                                                                                           | UnityShader |        -64 |         -4 |        -31 |        -99 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Content\Shaders\FG_PBR_Water.shader                                                                                                              | UnityShader |        -70 |         -3 |        -37 |       -110 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Content\Shaders\FG_Skybox_Rotating.shader                                                                                                        | UnityShader |        -56 |         -1 |        -17 |        -74 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\Content\Shaders\FG_Triplanar_BumpSpec.shader                                                                                                     | UnityShader |        -75 |        -15 |        -24 |       -114 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\Monitors\HistogramCompute.compute                                                                                | UnityShader |        -65 |         -7 |        -20 |        -92 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\Monitors\HistogramRender.shader                                                                                  | UnityShader |       -111 |         -3 |        -28 |       -142 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\Monitors\ParadeRender.shader                                                                                     | UnityShader |        -62 |         -1 |        -14 |        -77 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\Monitors\VectorscopeCompute.compute                                                                              | UnityShader |        -40 |          0 |        -10 |        -50 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\Monitors\VectorscopeRender.shader                                                                                | UnityShader |        -79 |         -2 |        -21 |       -102 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\Monitors\WaveformCompute.compute                                                                                 | UnityShader |        -31 |         -3 |         -9 |        -43 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\Monitors\WaveformRender.shader                                                                                   | UnityShader |        -52 |         -1 |        -13 |        -66 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\UI\CurveBackground.shader                                                                                        | UnityShader |        -48 |         -2 |        -14 |        -64 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor Resources\UI\Trackball.shader                                                                                              | UnityShader |        -87 |         -5 |        -27 |       -119 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Attributes\PostProcessingModelEditorAttribute.cs                                                                           | C#          |        -14 |          0 |         -3 |        -17 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\AmbientOcclusionModelEditor.cs                                                                                      | C#          |        -37 |          0 |         -6 |        -43 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\AntialiasingModelEditor.cs                                                                                          | C#          |        -56 |          0 |        -16 |        -72 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\BloomModelEditor.cs                                                                                                 | C#          |       -156 |        -16 |        -33 |       -205 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\BuiltinDebugViewsEditor.cs                                                                                          | C#          |        -88 |          0 |        -19 |       -107 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\ChromaticAberrationEditor.cs                                                                                        | C#          |         -8 |          0 |         -2 |        -10 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\ColorGradingModelEditor.cs                                                                                          | C#          |       -536 |        -36 |       -101 |       -673 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\DefaultPostFxModelEditor.cs                                                                                         | C#          |        -19 |          0 |         -4 |        -23 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\DepthOfFieldModelEditor.cs                                                                                          | C#          |        -31 |          0 |         -7 |        -38 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\DitheringModelEditor.cs                                                                                             | C#          |        -15 |          0 |         -2 |        -17 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\EyeAdaptationModelEditor.cs                                                                                         | C#          |        -71 |          0 |        -16 |        -87 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\FogModelEditor.cs                                                                                                   | C#          |        -20 |          0 |         -5 |        -25 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\GrainModelEditor.cs                                                                                                 | C#          |        -27 |          0 |         -5 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\MotionBlurModelEditor.cs                                                                                            | C#          |       -142 |        -13 |        -43 |       -198 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\ScreenSpaceReflectionModelEditor.cs                                                                                 | C#          |        -88 |          0 |        -13 |       -101 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\UserLutModelEditor.cs                                                                                               | C#          |        -76 |         -1 |        -11 |        -88 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Models\VignetteModelEditor.cs                                                                                              | C#          |       -103 |         -3 |        -13 |       -119 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Monitors\HistogramMonitor.cs                                                                                               | C#          |       -259 |        -21 |        -59 |       -339 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Monitors\ParadeMonitor.cs                                                                                                  | C#          |       -198 |        -12 |        -48 |       -258 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Monitors\VectorscopeMonitor.cs                                                                                             | C#          |       -193 |         -5 |        -44 |       -242 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Monitors\WaveformMonitor.cs                                                                                                | C#          |       -217 |        -12 |        -52 |       -281 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PostProcessingBehaviourEditor.cs                                                                                           | C#          |        -25 |          0 |         -7 |        -32 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PostProcessingFactory.cs                                                                                                   | C#          |        -32 |          0 |         -4 |        -36 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PostProcessingInspector.cs                                                                                                 | C#          |       -159 |         -5 |        -45 |       -209 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PostProcessingModelEditor.cs                                                                                               | C#          |        -64 |          0 |        -16 |        -80 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PostProcessingMonitor.cs                                                                                                   | C#          |        -25 |          0 |        -10 |        -35 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PropertyDrawers\GetSetDrawer.cs                                                                                            | C#          |        -30 |          0 |         -7 |        -37 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PropertyDrawers\MinDrawer.cs                                                                                               | C#          |        -27 |          0 |         -3 |        -30 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\PropertyDrawers\TrackballGroupDrawer.cs                                                                                    | C#          |       -197 |         -6 |        -42 |       -245 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Utils\CurveEditor.cs                                                                                                       | C#          |       -678 |        -25 |       -145 |       -848 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Utils\EditorGUIHelper.cs                                                                                                   | C#          |       -152 |          0 |        -43 |       -195 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Utils\EditorResources.cs                                                                                                   | C#          |        -47 |          0 |        -12 |        -59 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Utils\FxStyles.cs                                                                                                          | C#          |        -89 |          0 |        -23 |       -112 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Editor\Utils\ReflectionUtils.cs                                                                                                   | C#          |        -99 |          0 |        -26 |       -125 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\ACES.cginc                                                                                                      | UnityShader |       -517 |       -637 |       -180 |     -1,334 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\AmbientOcclusion.cginc                                                                                          | UnityShader |       -332 |        -84 |        -85 |       -501 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\AmbientOcclusion.shader                                                                                         | UnityShader |        -97 |         -9 |        -14 |       -120 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\Blit.shader                                                                                                     | UnityShader |        -39 |          0 |        -11 |        -50 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\Bloom.cginc                                                                                                     | UnityShader |        -61 |         -7 |        -19 |        -87 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\Bloom.shader                                                                                                    | UnityShader |       -124 |        -30 |        -29 |       -183 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\BuiltinDebugViews.shader                                                                                        | UnityShader |       -167 |        -25 |        -66 |       -258 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\ColorGrading.cginc                                                                                              | UnityShader |       -182 |        -77 |        -32 |       -291 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\Common.cginc                                                                                                    | UnityShader |       -118 |        -17 |        -32 |       -167 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\DepthOfField.cginc                                                                                              | UnityShader |       -158 |        -34 |        -52 |       -244 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\DepthOfField.shader                                                                                             | UnityShader |       -189 |         -3 |        -21 |       -213 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\DiskKernels.cginc                                                                                               | UnityShader |       -180 |         -8 |        -17 |       -205 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\EyeAdaptation.cginc                                                                                             | UnityShader |        -15 |         -3 |         -5 |        -23 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\EyeAdaptation.shader                                                                                            | UnityShader |       -155 |        -15 |        -49 |       -219 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\EyeHistogram.compute                                                                                            | UnityShader |        -37 |         -9 |        -13 |        -59 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\FXAA.shader                                                                                                     | UnityShader |        -63 |         -2 |        -21 |        -86 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\FXAA3.cginc                                                                                                     | UnityShader |     -1,046 |       -995 |        -33 |     -2,074 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\Fog.shader                                                                                                      | UnityShader |        -86 |          0 |        -24 |       -110 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\GrainGen.shader                                                                                                 | UnityShader |        -84 |         -3 |        -18 |       -105 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\LutGen.shader                                                                                                   | UnityShader |        -83 |         -7 |        -39 |       -129 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\MotionBlur.cginc                                                                                                | UnityShader |       -255 |        -71 |        -95 |       -421 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\MotionBlur.shader                                                                                               | UnityShader |        -84 |         -9 |        -31 |       -124 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\ScreenSpaceRaytrace.cginc                                                                                       | UnityShader |       -138 |        -51 |        -50 |       -239 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\ScreenSpaceReflection.shader                                                                                    | UnityShader |       -676 |        -81 |       -173 |       -930 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\TAA.cginc                                                                                                       | UnityShader |       -134 |        -19 |        -54 |       -207 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\TAA.shader                                                                                                      | UnityShader |        -71 |         -6 |         -9 |        -86 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\Tonemapping.cginc                                                                                               | UnityShader |        -62 |        -32 |        -27 |       -121 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\Uber.shader                                                                                                     | UnityShader |       -244 |        -33 |        -54 |       -331 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Resources\Shaders\UberSecondPass.cginc                                                                                            | UnityShader |        -25 |         -6 |         -9 |        -40 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Attributes\GetSetAttribute.cs                                                                                             | C#          |        -12 |          0 |         -2 |        -14 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Attributes\MinAttribute.cs                                                                                                | C#          |        -11 |          0 |         -2 |        -13 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Attributes\TrackballAttribute.cs                                                                                          | C#          |        -11 |          0 |         -2 |        -13 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Attributes\TrackballGroupAttribute.cs                                                                                     | C#          |         -6 |          0 |         -1 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\AmbientOcclusionComponent.cs                                                                                   | C#          |       -149 |         -6 |        -31 |       -186 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\BloomComponent.cs                                                                                              | C#          |       -103 |        -13 |        -28 |       -144 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\BuiltinDebugViewsComponent.cs                                                                                  | C#          |       -206 |        -10 |        -43 |       -259 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\ChromaticAberrationComponent.cs                                                                                | C#          |        -55 |          0 |         -9 |        -64 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\ColorGradingComponent.cs                                                                                       | C#          |       -337 |        -19 |        -81 |       -437 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\DepthOfFieldComponent.cs                                                                                       | C#          |       -120 |        -13 |        -33 |       -166 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\DitheringComponent.cs                                                                                          | C#          |        -58 |         -1 |        -13 |        -72 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\EyeAdaptationComponent.cs                                                                                      | C#          |       -135 |        -13 |        -38 |       -186 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\FogComponent.cs                                                                                                | C#          |        -68 |          0 |        -12 |        -80 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\FxaaComponent.cs                                                                                               | C#          |        -43 |          0 |         -6 |        -49 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\GrainComponent.cs                                                                                              | C#          |        -63 |         -3 |        -14 |        -80 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\MotionBlurComponent.cs                                                                                         | C#          |       -335 |        -27 |        -83 |       -445 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\ScreenSpaceReflectionComponent.cs                                                                              | C#          |       -188 |         -8 |        -44 |       -240 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\TaaComponent.cs                                                                                                | C#          |       -164 |         -2 |        -51 |       -217 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\UserLutComponent.cs                                                                                            | C#          |        -36 |          0 |         -4 |        -40 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Components\VignetteComponent.cs                                                                                           | C#          |        -43 |          0 |         -4 |        -47 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\AmbientOcclusionModel.cs                                                                                           | C#          |        -60 |          0 |        -12 |        -72 |
| c:\Users\karen\Armor Echo\Assets\Flooded_Grounds\PostProcessing\Runtime\Models\AntialiasingModel.cs                                                                                               | C#          |       -199 |        -12 |        -32 |       -243 |
